b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,1,927132,0.88418197631835938,0.177584769
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,2,606046,0.57797050476074219,0.790932225
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,3,370696,0.35352325439453125,1.500122978
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,4,228714,0.21811866760253906,2.196814847
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,5,143506,0.13685798645019531,2.869248468
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,6,91705,0.08745670318603516,3.515287225
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,7,59372,0.05662155151367188,4.142504908
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,8,38638,0.03684806823730469,4.762267202
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,9,25418,0.02424049377441406,5.366437103
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,10,16760,0.01598358154296875,5.967265471
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,11,11012,0.01050186157226562,6.573211105
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,12,7211,0.00687694549560547,7.184016373
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,13,4635,0.00442028045654297,7.821646376
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,14,2979,0.00284099578857422,8.459387592
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,15,1858,0.00177192687988281,9.140465214
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,16,1139,0.00108623504638672,9.846447968
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,17,679,0.00064754486083984,10.592732236
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,18,408,0.00038909912109375,11.327574658
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,19,206,0.00019645690917969,12.313499473
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,20,91,0.00008678436279297,13.492205360
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,21,42,0.00004005432128906,14.607682577
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,22,14,0.00001335144042969,16.192645078
2,2,3,16384,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,23,0,0.00000000000000000,inf
