b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,1,1036221,0.98821735382080078,0.017099704
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,2,950004,0.90599441528320312,0.142425938
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,3,759040,0.72387695312500000,0.466183611
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,4,535969,0.51113986968994141,0.968209967
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,5,348762,0.33260536193847656,1.588116668
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,6,215786,0.20578956604003906,2.280758258
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,7,129774,0.12376213073730469,3.014358155
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,8,77274,0.07369422912597656,3.762304541
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,9,45549,0.04343891143798828,4.524868240
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,10,26615,0.02538204193115234,5.300048054
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,11,15554,0.01483345031738281,6.075001977
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,12,8936,0.00852203369140625,6.874586530
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,13,5193,0.00495243072509766,7.657647490
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,14,3039,0.00289821624755859,8.430619040
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,15,1715,0.00163555145263672,9.256007139
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,16,909,0.00086688995361328,10.171863516
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,17,478,0.00045585632324219,11.099133192
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,18,215,0.00020503997802734,12.251807150
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,19,103,0.00009822845458984,13.313499473
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,20,53,0.00005054473876953,14.272079545
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,21,33,0.00003147125244141,14.955605881
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,22,16,0.00001525878906250,16.000000000
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,23,12,0.00001144409179688,16.415037499
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,24,7,0.00000667572021484,17.192645078
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,25,1,0.00000095367431641,20.000000000
4,4,3,16384,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,26,0,0.00000000000000000,inf
